journal,title,author,year,volume,issue,doi,abstract,abstract_clean,abstract_tokens
Records Management Journal,Does the position of records management within the organisation influence the records management provision?,Loadman J.,2001,11.0,1,10.1108/EUM0000000007266,"This article is based on research undertaken as part of a Masters qualification. The aim of the project was to explore the relationship between the placement of the records management function and the nature of the records management service. Using data collected by means of a questionnaire survey, the article examines and draws conclusions about the factors which impact on the way records management is carried out across organisations in different sectors and of different sizes. © 2001, MCB UP Limited",this article is based on research undertaken as part of a masters qualification the aim of the project was to explore the relationship between the placement of the records management function and the nature of the records management service using data collected by means of a questionnaire survey the article examines and draws conclusions about the factors which impact on the way records management is carried out across organisations in different sectors and of different sizes mcb up limited,article base research undertake part master qualification aim project explore relationship placement record management function nature record management service use datum collect mean questionnaire survey article examine draw conclusion factor impact way record management carry organisation different sector different size mcb limited
Records Management Journal,Data warehousing – a boat records managers should not miss,Atkinson E.,2001,11.0,1,10.1108/EUM0000000007265,"This article describes a data warehouse by comparing definitions. It examines the difference between a database and a data warehouse, and gives definitions of datamarts and data mining. The article goes on to look at methods for implementing a data warehouse, and problems that can be encountered during implementation. It discusses whether the data in a data warehouse are records, finally deciding that they are and that the records manager should have overall responsibility for the data. © 2001, MCB UP Limited",this article describes a data warehouse by comparing definitions it examines the difference between a database and a data warehouse and gives definitions of datamarts and data mining the article goes on to look at methods for implementing a data warehouse and problems that can be encountered during implementation it discusses whether the data in a data warehouse are records finally deciding that they are and that the records manager should have overall responsibility for the data mcb up limited,article describe data warehouse compare definition examine difference database data warehouse give definition datamart datum mining article look method implement data warehouse problem encounter implementation discuss datum data warehouse record decide record manager have overall responsibility datum mcb limited
Records Management Journal,“Back to the future”: Electronic records management in the twenty-first century,Sinclair N.,2002,12.0,3,10.1108/09565690210454932,"Canada has tasked itself with delivering e-government to its citizens by the year 2005 and the Canadian Government has recognized that improving the management of its information holdings is critical to successfully meeting the challenge. As Canadians become accustomed to online services from the private sector, they expect client-centric and customized service from government and for government to use business processes that make sense when used in an electronic service delivery environment. Technology's ability to disseminate information quickly and in large volumes, bring an increased need for transparency to e-government. E-government increases the need for visible accountability. This in turn, increases the need for accountability for information produced and used by government. It pushes information management from an invisible back office activity into the front lines of service delivery. This article looks at the evolving accountability for managing information within the public service, and some of the approaches the Canadian Government is taking to help address those accountabilities. © 2002, MCB UP Limited",canada has tasked itself with delivering e-government to its citizens by the year and the canadian government has recognized that improving the management of its information holdings is critical to successfully meeting the challenge as canadians become accustomed to online services from the private sector they expect client-centric and customized service from government and for government to use business processes that make sense when used in an electronic service delivery environment technology s ability to disseminate information quickly and in large volumes bring an increased need for transparency to e-government e-government increases the need for visible accountability this in turn increases the need for accountability for information produced and used by government it pushes information management from an invisible back office activity into the front lines of service delivery this article looks at the evolving accountability for managing information within the public service and some of the approaches the canadian government is taking to help address those accountabilities mcb up limited,canada task deliver government citizen year canadian government recognize improve management information holding critical meet challenge canadian become accustomed online service private sector expect client centric customize service government government use business process make sense use electronic service delivery environment technology ability disseminate information large volume bring increase need transparency government government increase need visible accountability turn increase need accountability information produce use government push information management invisible back office activity front line service delivery article look evolve accountability manage information public service approach canadian government take help address accountability mcb limited
Records Management Journal,Establishing a high standard for electronic records management within the Australian public sector,Swan K.,2002,12.0,3,10.1108/09565690210454761,"Using as its basis the Australian Records Management Standard (AS 4390 – now superseded by the International Records Management Standard, ISO 15489), the National Archives of Australia (NAA) has developed an extensive range of detailed and practical standards, guidelines, policies and manuals to assist Australian public sector organisations to implement strategies to make and keep full and accurate records. The NAA committed to this course of action in response to evidence of widespread poor record keeping in the Australian Government, the result of changes to work practices in the public sector including the spread of electronic business systems and the devolution of managerial responsibility. This article describes the major components of the “e-permanence”’ suite of best practice record keeping guidance and discusses implementation strategies pursued by the Archives in support of these products. © 2002, MCB UP Limited",using as its basis the australian records management standard as now superseded by the international records management standard iso the national archives of australia naa has developed an extensive range of detailed and practical standards guidelines policies and manuals to assist australian public sector organisations to implement strategies to make and keep full and accurate records the naa committed to this course of action in response to evidence of widespread poor record keeping in the australian government the result of changes to work practices in the public sector including the spread of electronic business systems and the devolution of managerial responsibility this article describes the major components of the e-permanence suite of best practice record keeping guidance and discusses implementation strategies pursued by the archives in support of these products mcb up limited,use basis australian record management standard supersede international records management standard iso national archive australia naa develop extensive range detailed practical standard guideline policy manual assist australian public sector organisation implement strategy make keep full accurate record naa commit course action response evidence widespread poor record keeping australian government result change work practice public sector include spread electronic business system devolution managerial responsibility article describe major component permanence suite good practice record keeping guidance discuss implementation strategy pursue archive support product mcb limited
Records Management Journal,An integrated approach to managing electronic records,Benfell P.,2002,12.0,3,10.1108/09565690210454789,"This paper presents an approach to managing electronic records by integrating the development and implementation of a corporate records management programme based on ISO 15489, the International Standard in Records Management, with the implementation of an electronic records management (ERM) software package. The approach involves developing file plans based on functional analyses and establishing electronic folder structures on existing network drives which mirror this enabling “e-tidying” – the process of sorting and evaluating existing electronic information. It also proposes establishing ERM before electronic document management (EDM) based on the need to remove split and/or personal repositories of electronic holdings to improve access and management before evaluating the need for version control, amendment tracking etc. provided by EDM systems. © 2002, MCB UP Limited",this paper presents an approach to managing electronic records by integrating the development and implementation of a corporate records management programme based on iso the international standard in records management with the implementation of an electronic records management erm software package the approach involves developing file plans based on functional analyses and establishing electronic folder structures on existing network drives which mirror this enabling e-tidying the process of sorting and evaluating existing electronic information it also proposes establishing erm before electronic document management edm based on the need to remove split and or personal repositories of electronic holdings to improve access and management before evaluating the need for version control amendment tracking etc provided by edm systems mcb up limited,paper present approach manage electronic record integrate development implementation corporate record management programme base iso international standard record management implementation electronic record management erm software package approach involve develop file plan base functional analysis establish electronic folder structure exist network drive mirror enable tidying process sort evaluate exist electronic information propose establish erm electronic document management edm base need remove split personal repository electronic holding improve access management evaluate need version control amendment tracking provide edm systems mcb limited
Records Management Journal,Managing e-mail and e-commerce records,Shipman A.,2002,12.0,3,10.1108/09565690210454798,"Meeting the challenge of electronic working is not just about giving your staff e-mail capability, or the setting up of Web-based e-commerce systems. All these systems create electronic documents, some of which need to be classified as records, and also managed to the same (or better?) standards as paper records. Organisations that do not recognise this position, or who only give a fleeting recognition to the need for good working practices in this area, will not achieve full business benefit from their electronic systems. This paper discusses some of the guidance available from the UK's British Standards Institution on this topic. © 2002, MCB UP Limited",meeting the challenge of electronic working is not just about giving your staff e-mail capability or the setting up of web-based e-commerce systems all these systems create electronic documents some of which need to be classified as records and also managed to the same or better standards as paper records organisations that do not recognise this position or who only give a fleeting recognition to the need for good working practices in this area will not achieve full business benefit from their electronic systems this paper discusses some of the guidance available from the uk s british standards institution on this topic mcb up limited,meet challenge electronic working give staff mail capability setting web base commerce system system create electronic document need classify record manage same well standard paper record organisation recognise position give fleeting recognition need good work practice area achieve full business benefit electronic system paper discuss guidance available british standard institution topic mcb limited
Records Management Journal,Future proof: Ensuring the long-term accessibility of technology-dependent records,Findlay C.,2002,12.0,3,10.1108/09565690210454770,"Records and archives professionals around the globe have been grappling for some time with the challenge of preserving technology-dependent records. A variety of approaches and solutions have been developed, many of which are working effectively now. The State Records Authority of New South Wales (State Records) has developed a range of strategies, rules and tools on this issue for its own jurisdiction – Government organisations in the State of New South Wales, Australia. The latest product developed by State Records is a set of online guidelines titled, “Future proof: ensuring the accessibility of equipment/technology dependent records”. In this article, the background to the development of the guidelines is discussed, and the strategies they contain are described. Some considerations for the management of technology-dependent State archives are also outlined. © 2002, MCB UP Limited",records and archives professionals around the globe have been grappling for some time with the challenge of preserving technology-dependent records a variety of approaches and solutions have been developed many of which are working effectively now the state records authority of new south wales state records has developed a range of strategies rules and tools on this issue for its own jurisdiction government organisations in the state of new south wales australia the latest product developed by state records is a set of online guidelines titled future proof ensuring the accessibility of equipment technology dependent records in this article the background to the development of the guidelines is discussed and the strategies they contain are described some considerations for the management of technology-dependent state archives are also outlined mcb up limited,record archive professional globe grapple time challenge preserve technology dependent record variety approach solution develop many work state record authority new south wale state record develop range strategy rule tool issue own jurisdiction government organisation state new south wale australia late product develop state record set online guideline title future proof ensure accessibility equipment technology dependent record article background development guideline discuss strategy contain describe consideration management technology dependent state archive outline mcb limited
Records Management Journal,One size does not fit all: Developing records management in higher education,Procter M.,2002,12.0,2,10.1108/09565690210442917,"The phased implementation of the UK Freedom of Information (FoI) Act means that higher education will be one of the last parts of the public sector to be affected by the legislation. In an environment where records management (RM) is not a generally recognised function, the implications of compliance may not be fully realised. This article examines the reasons for a growing awareness of RM issues within the higher education environment, work that has already been done in this area, and explains how a combination of factors is raising the profile of RM, leading to increased job opportunities. It considers the development of a sector-specific Model Action Plan for FoI Code of Practice compliance, noting some of the issues that need particular attention. © 2002, MCB UP Limited",the phased implementation of the uk freedom of information foi act means that higher education will be one of the last parts of the public sector to be affected by the legislation in an environment where records management rm is not a generally recognised function the implications of compliance may not be fully realised this article examines the reasons for a growing awareness of rm issues within the higher education environment work that has already been done in this area and explains how a combination of factors is raising the profile of rm leading to increased job opportunities it considers the development of a sector-specific model action plan for foi code of practice compliance noting some of the issues that need particular attention mcb up limited,phase implementation freedom information foi act mean high education last part public sector affect legislation environment record management recognise function implication compliance realise article examine reason grow awareness issue high education environment work area explain combination factor raise profile lead increase job opportunity consider development sector specific model action plan foi code practice compliance note issue need particular attention mcb limited
Records Management Journal,The quality must be on record: A survey of organisations having an ISO 9000 certification in Iceland,Gunnlaugsdóttir J.,2002,12.0,2,10.1108/09565690210442908,"ISO 9000 certification is a necessary entry ticket for an organisation for selling its products abroad in new markets. The costs involved in establishing a quality system and having it certified can be substantial, but all the respondents found the investment in the certification to be paying off. The area needing most improvement before the quality system could be introduced was records management (RM). It is also what seems to go wrong most frequently as detected by the quality auditors. The ISO 9000:2000 standard places no less emphasis on RM than its predecessor, and the demand for well designed RM programmes will not diminish. The new ISO 15489 standard on RM is an excellent guide for this work. © 2002, MCB UP Limited",iso certification is a necessary entry ticket for an organisation for selling its products abroad in new markets the costs involved in establishing a quality system and having it certified can be substantial but all the respondents found the investment in the certification to be paying off the area needing most improvement before the quality system could be introduced was records management rm it is also what seems to go wrong most frequently as detected by the quality auditors the iso standard places no less emphasis on rm than its predecessor and the demand for well designed rm programmes will not diminish the new iso standard on rm is an excellent guide for this work mcb up limited,iso certification necessary entry ticket organisation sell product new market cost involve establish quality system have certify substantial respondent find investment certification pay area need most improvement quality system introduce records management seem detect quality auditor iso standard place less emphasis predecessor demand design programme diminish new iso standard excellent guide work mcb limited
Records Management Journal,Towards a theoretical construct for records management,Yusof Z.,2002,12.0,2,10.1108/09565690210442926,"Records managers often complain that records management is undervalued, suffers from the influence of irrelevant traditional concepts, and is therefore theoretically flawed. The findings of several surveys attest to this situation, but do not explain the many reasons that contribute to the lack of understanding and acceptance of records management as a separate discipline. For any field or discipline to be accepted, it must possess a strong foundation in theory. This article will examine whether there is an accepted body of theory underlying records management methods and practices. An attempt is made to develop a conceptual model that the authors believe records managers need in order to explain the present “state of the art” of the discipline and justify their contribution to the management of organisations. © 2002, MCB UP Limited",records managers often complain that records management is undervalued suffers from the influence of irrelevant traditional concepts and is therefore theoretically flawed the findings of several surveys attest to this situation but do not explain the many reasons that contribute to the lack of understanding and acceptance of records management as a separate discipline for any field or discipline to be accepted it must possess a strong foundation in theory this article will examine whether there is an accepted body of theory underlying records management methods and practices an attempt is made to develop a conceptual model that the authors believe records managers need in order to explain the present state of the art of the discipline and justify their contribution to the management of organisations mcb up limited,record manager complain record management undervalue suffer influence irrelevant traditional concept flaw finding several survey attest situation explain many reason contribute lack understanding acceptance record management separate discipline field discipline accept possess strong foundation theory article examine accepted body theory underlie record management method practice attempt make develop conceptual model author believe record manager need order explain present state art discipline justify contribution management organisation mcb limited
Records Management Journal,A new appraisal approach for English Heritage,Sims F.,2002,12.0,1,10.1108/09565690210427743,"English Heritage is a non-departmental public body and as such is covered by the provisions of the Public Records Act. In 1999 all file destructions were suspended and the entire approach to records appraisal was re-examined. This paper explains the revised appraisal programme, based on the functional approach, introduced at English Heritage last year. It sets out the proposals that were made for implementation and future action; it outlines the resources that have been committed to the programme and other resources that will be needed in the future. It also examines the drivers for the revised programme and sets out the projected corporate benefits, which include accountability, affordability and openness, the early identification and documentation of records selected for permanent preservation and a significant reduction in non-current record holdings. © 2002, MCB UP Limited",english heritage is a non-departmental public body and as such is covered by the provisions of the public records act in all file destructions were suspended and the entire approach to records appraisal was re-examined this paper explains the revised appraisal programme based on the functional approach introduced at english heritage last year it sets out the proposals that were made for implementation and future action it outlines the resources that have been committed to the programme and other resources that will be needed in the future it also examines the drivers for the revised programme and sets out the projected corporate benefits which include accountability affordability and openness the early identification and documentation of records selected for permanent preservation and a significant reduction in non-current record holdings mcb up limited,english heritage non departmental public body such cover provision public record act file destruction suspend entire approach record appraisal examine paper explain revise appraisal programme base functional approach introduce english heritage last year set proposal make implementation future action outline resource commit programme other resource need future examine driver revise programme set project corporate benefit include accountability affordability openness early identification documentation record select permanent preservation significant reduction non current record holding mcb limited
