journal,title,author,year,volume,issue,doi,abstract,abstract_clean
Records Management Journal,Electronic records management research in ESARBICA: a bibliometric study,Chigariro D.,2018,28.0,2,10.1108/RMJ-12-2016-0045,"Purpose: This study aims to find out how the e-records management subject has been researched and tackled by researchers in the Eastern and Southern African Regional Branch of the International Council on Archives (ESARBICA). Design/methodology/approach: This research paper applied a bibliometric survey, where a quantitative survey of the literature pertaining to the study of e-records management in the ESARBICA region, covering the period from 2000 to 2016, was conducted applying bibliometric methods. The survey aimed at providing descriptive data that cast a spotlight on the features and development of the e-records management base literature in the ESARBICA region. Findings: The research data display a lamentable outlook in the contribution to the electronic records management body of knowledge from the ESARBICA region. Few research articles from professionals in the records and archives management are being published. These figures call for increased investments in electronic records management research by institutions in ESARBICA, as management of electronic content has become the centre of political and socio-economic development. Follow-up studies need to be done to counter limitations placed on this research paper. The findings show that there is under production of research publications in the ESARBICA region. The region only contributed 2 per cent of the total world output in the period under review and in the study of electronic records management from journals indexed by Scopus. Research limitations/implications: A bibliometric study places researchers at the mercy of analysing incomplete information due to limitations of resources. The variance in use of terminology (key words) by authors in published research articles may entail some being left out in an analysis of articles the same subject matter. As much as due diligence was placed on using Boolean search methods to counter such limitations they are unavoidable. An interpretation of bibliometric or citation analysis research is subjective as some analysts may label results incomplete or unreliable; hence, this paper finds itself in the same predicament. Inability to access the Thompson Reuters Web of Science database left the authors with Scopus as the only option, as Google Scholar was overlooked due to difficulties of having to rely on third-party software for analysing its indexed content that are mostly inaccurate and or ambiguous. Practical implications: The findings of this study help uncover areas in e-records management, which have been researched over the years, and identify the prominent e-records management researchers in the ESARBICA region. Originality/value: A number of bibliometric studies have been conducted; however, none has been conducted to establish e-records management research trends in the ESRABICA region.",purpose this study aims to find out how the e-records management subject has been researched and tackled by researchers in the eastern and southern african regional branch of the international council on archives esarbica design methodology approach this research paper applied a bibliometric survey where a quantitative survey of the literature pertaining to the study of e-records management in the esarbica region covering the period from to was conducted applying bibliometric methods the survey aimed at providing descriptive data that cast a spotlight on the features and development of the e-records management base literature in the esarbica region findings the research data display a lamentable outlook in the contribution to the electronic records management body of knowledge from the esarbica region few research articles from professionals in the records and archives management are being published these figures call for increased investments in electronic records management research by institutions in esarbica as management of electronic content has become the centre of political and socio-economic development follow-up studies need to be done to counter limitations placed on this research paper the findings show that there is under production of research publications in the esarbica region the region only contributed per cent of the total world output in the period under review and in the study of electronic records management from journals indexed by scopus research limitations implications a bibliometric study places researchers at the mercy of analysing incomplete information due to limitations of resources the variance in use of terminology key words by authors in published research articles may entail some being left out in an analysis of articles the same subject matter as much as due diligence was placed on using boolean search methods to counter such limitations they are unavoidable an interpretation of bibliometric or citation analysis research is subjective as some analysts may label results incomplete or unreliable hence this paper finds itself in the same predicament inability to access the thompson reuters web of science database left the authors with scopus as the only option as google scholar was overlooked due to difficulties of having to rely on third-party software for analysing its indexed content that are mostly inaccurate and or ambiguous practical implications the findings of this study help uncover areas in e-records management which have been researched over the years and identify the prominent e-records management researchers in the esarbica region originality value a number of bibliometric studies have been conducted however none has been conducted to establish e-records management research trends in the esrabica region
Records Management Journal,Medical records management framework to support public healthcare services in Limpopo province of South Africa,Marutha N.S.,2018,28.0,2,10.1108/RMJ-10-2017-0030,"Purpose: This study aims to develop a framework for the management of medical records in support of health-care service delivery in the hospitals in the Limpopo province of South Africa. Design/methodology/approach: The study was predominantly quantitative and has used the questionnaires, system analysis, document analysis and observation to collect data in 40 hospitals of Limpopo province. The sample of 49 per cent (306) records management officials were drawn out of 622 (100 per cent) total population. The response rate was 71 per cent (217) out of the entire sample. Findings: The study discovered that a framework for management of medical records in the public hospitals is not in place because of several reasons and further demonstrates that public health-care institutions need an integrative framework for the proper management of medical records of all forms and in all media. Originality/value: The study develops and suggests a framework to embed medical records management into the health-care service delivery workflow for effective records management and ease of access. It is hoped that such a framework will help hospitals in South Africa and elsewhere to improve their medical records management to support health-care service provision.",purpose this study aims to develop a framework for the management of medical records in support of health-care service delivery in the hospitals in the limpopo province of south africa design methodology approach the study was predominantly quantitative and has used the questionnaires system analysis document analysis and observation to collect data in hospitals of limpopo province the sample of per cent records management officials were drawn out of per cent total population the response rate was per cent out of the entire sample findings the study discovered that a framework for management of medical records in the public hospitals is not in place because of several reasons and further demonstrates that public health-care institutions need an integrative framework for the proper management of medical records of all forms and in all media originality value the study develops and suggests a framework to embed medical records management into the health-care service delivery workflow for effective records management and ease of access it is hoped that such a framework will help hospitals in south africa and elsewhere to improve their medical records management to support health-care service provision
Records Management Journal,"The neglected fond in university archives: The case of sport club records at the University of KwaZulu-Natal (UKZN), Pietermaritzburg Campus, South Africa",Garaba F.,2018,28.0,2,10.1108/RMJ-11-2016-0043,"Purpose: This paper aims to focus on the need to ascertain harmony in records and archives management practices between the university archives, sports union and the various sport clubs at the University of KwaZulu-Natal (UKZN) in an endeavor to establish whether these fugitive records are being captured. Design/methodology/approach: Both quantitative and qualitative methods are used to investigate records and archives management practices in sport clubs on the Pietermaritzburg (PMB) campus, UKZN. Data are thus obtained through a questionnaire, interviews, observation and email correspondence. This triangulation of methods of data collection is designed to increase the validity and reliability of the results. Findings: This study has established that there was much dissonance with regard to records and archives management practices and recommendations inter alia included their need for overhaul and the need for pro-activeness on the part of archivists to collect this heritage for future reference. Research limitations/implications: This study is only confined to the UKZN, PMB campus and not the entire university that constitutes a limitation. The findings may assist university authorities as decision and policymakers to ensure that records and archives management practices in universities are overhauled to prevent further loss of records. The study has focused on one genre of records, namely, leisure records, and there is a need for a comprehensive study on the entire university’s record-keeping system. Practical implications: This paper highlights the plight of university archives and reiterates the need for an urgent review by university authorities with regard to their management. Originality/value: This paper has used a number of data collection techniques to ensure reliability and validity of the data gathered. Physically checking the collections in the university repository to establish gaps corroborated with the research findings in an effort to establish the underlying cause of poor archival development.",purpose this paper aims to focus on the need to ascertain harmony in records and archives management practices between the university archives sports union and the various sport clubs at the university of kwazulu-natal ukzn in an endeavor to establish whether these fugitive records are being captured design methodology approach both quantitative and qualitative methods are used to investigate records and archives management practices in sport clubs on the pietermaritzburg pmb campus ukzn data are thus obtained through a questionnaire interviews observation and email correspondence this triangulation of methods of data collection is designed to increase the validity and reliability of the results findings this study has established that there was much dissonance with regard to records and archives management practices and recommendations inter alia included their need for overhaul and the need for pro-activeness on the part of archivists to collect this heritage for future reference research limitations implications this study is only confined to the ukzn pmb campus and not the entire university that constitutes a limitation the findings may assist university authorities as decision and policymakers to ensure that records and archives management practices in universities are overhauled to prevent further loss of records the study has focused on one genre of records namely leisure records and there is a need for a comprehensive study on the entire university s record-keeping system practical implications this paper highlights the plight of university archives and reiterates the need for an urgent review by university authorities with regard to their management originality value this paper has used a number of data collection techniques to ensure reliability and validity of the data gathered physically checking the collections in the university repository to establish gaps corroborated with the research findings in an effort to establish the underlying cause of poor archival development
Records Management Journal,Managing records and archives in a Hong Kong school: a case study,Cheng E.C.K.,2018,28.0,2,10.1108/RMJ-02-2017-0004,"Purpose: This study aims to explore the principles and practices for managing records with the lens of functional analysis and knowledge management by using a case study that focuses on the experience of implementing records management at a public high school in Hong Kong. Design/methodology/approach: A single case study is chosen as the research method for this paper. A series of qualitative interviews and documentary analysis were used to collect and triangulate the qualitative data. Findings: The results show that the case school adopted a hybrid top-down and bottom-up approach to record management, facilitate decision-making and manage knowledge. The school adopted the taxonomy provided by the quality assurance framework as the functional classification in a digital archive in the records management system. Practical implications: This study provides a set of taxonomy and a hybrid top-down and bottom-up approach to schools for ensuring that accurate information of all school activities is kept and can facilitate an effective and evidence-based, decision-making process. Social implications: Identifying taxonomy and management practices for effective documentation in public schools can support planning, assist with organising the continuity of improvement plans and increase reporting and accountability to society. Originality/value: This study offers a taxonomy and management approach to the literature of records management and the practices for promoting and improving records management in school.",purpose this study aims to explore the principles and practices for managing records with the lens of functional analysis and knowledge management by using a case study that focuses on the experience of implementing records management at a public high school in hong kong design methodology approach a single case study is chosen as the research method for this paper a series of qualitative interviews and documentary analysis were used to collect and triangulate the qualitative data findings the results show that the case school adopted a hybrid top-down and bottom-up approach to record management facilitate decision-making and manage knowledge the school adopted the taxonomy provided by the quality assurance framework as the functional classification in a digital archive in the records management system practical implications this study provides a set of taxonomy and a hybrid top-down and bottom-up approach to schools for ensuring that accurate information of all school activities is kept and can facilitate an effective and evidence-based decision-making process social implications identifying taxonomy and management practices for effective documentation in public schools can support planning assist with organising the continuity of improvement plans and increase reporting and accountability to society originality value this study offers a taxonomy and management approach to the literature of records management and the practices for promoting and improving records management in school
Records Management Journal,Ethnographic sensitivity and current recordkeeping: Applying information culture analysis in the workplace,Oliver G.,2018,28.0,2,10.1108/RMJ-08-2017-0021,"Purpose: The purpose of this paper is to report on the application of information culture analysis techniques in the workplace. The paper suggests that records managers should use ethnographic sensitivity, if they want to have a constructive dialogue with records creators and users, and effect positive change in their organisations. Design/methodology/approach: Two pilot studies were conducted in university settings for the purpose of testing an information culture assessment toolkit. The university records managers who carried out the investigation approached the fieldwork ethnographically, in the sense that they were interested in the perspectives of their end users, and tried to understand their information cultures, rather than imposing their recordkeeping concepts and procedures. Findings: Information culture analysis was of practical utility in large complex organisations, providing an insight into behaviours, motivations, and most importantly promoted reflection and dialogue among organisational actors. Originality/value: The paper raises awareness of the diversity of professional skills and knowledge required by records practitioners. It emphasises that to remain relevant to their organisations, records managers have to be receptive and sensitive to cultural influences.",purpose the purpose of this paper is to report on the application of information culture analysis techniques in the workplace the paper suggests that records managers should use ethnographic sensitivity if they want to have a constructive dialogue with records creators and users and effect positive change in their organisations design methodology approach two pilot studies were conducted in university settings for the purpose of testing an information culture assessment toolkit the university records managers who carried out the investigation approached the fieldwork ethnographically in the sense that they were interested in the perspectives of their end users and tried to understand their information cultures rather than imposing their recordkeeping concepts and procedures findings information culture analysis was of practical utility in large complex organisations providing an insight into behaviours motivations and most importantly promoted reflection and dialogue among organisational actors originality value the paper raises awareness of the diversity of professional skills and knowledge required by records practitioners it emphasises that to remain relevant to their organisations records managers have to be receptive and sensitive to cultural influences
Records Management Journal,The missing link in information and records management: personal knowledge registration,Haraldsdottir R.,2018,28.0,1,10.1108/RMJ-05-2017-0013,"Purpose: The purpose of this paper is to present the findings of a research on collaborative personal knowledge registration (PKR). It seeks to explain the interrelationship between records professionals and human resource (HR) and training professionals, as well as the views of management and quality managers on collaborative PKR. It aims to raise awareness of records professionals as specialists in information management, including personal knowledge. Design/methodology/approach: Qualitative methodology was used to conduct the research. It was a multiple-case study, covering 12 organizations in Iceland. In these organizations, 32 professionals were interviewed. The research sought to understand how PKR was being facilitated, as well as how personal knowledge was made accessible and usable for employees. Findings: The organizations had not been as successful as anticipated in PKR. The role and responsibility of records professionals was limited in the PKR process. Different professionals seemed unaware of the possible synergy effect of collaborative PKR. Originality/value: There is a lack of studies that explore the juxtaposition and collaboration of records professionals and HR and training professionals in organizations. The aim of this research was to bridge this gap. Its originality lies in how it approaches diverse professions and their collaborative PKR effort. This research provides a valuable practical and theoretical contribution to a rapidly growing interdisciplinary field of information and records management. It can lay the foundation for further research into the field.",purpose the purpose of this paper is to present the findings of a research on collaborative personal knowledge registration pkr it seeks to explain the interrelationship between records professionals and human resource hr and training professionals as well as the views of management and quality managers on collaborative pkr it aims to raise awareness of records professionals as specialists in information management including personal knowledge design methodology approach qualitative methodology was used to conduct the research it was a multiple-case study covering organizations in iceland in these organizations professionals were interviewed the research sought to understand how pkr was being facilitated as well as how personal knowledge was made accessible and usable for employees findings the organizations had not been as successful as anticipated in pkr the role and responsibility of records professionals was limited in the pkr process different professionals seemed unaware of the possible synergy effect of collaborative pkr originality value there is a lack of studies that explore the juxtaposition and collaboration of records professionals and hr and training professionals in organizations the aim of this research was to bridge this gap its originality lies in how it approaches diverse professions and their collaborative pkr effort this research provides a valuable practical and theoretical contribution to a rapidly growing interdisciplinary field of information and records management it can lay the foundation for further research into the field
Records Management Journal,Voices in the cloud: social media and trust in Canadian and US local governments,Evans L.,2018,28.0,1,10.1108/RMJ-11-2016-0041,"Purpose: This study aims to examine how 20 local governments in Canada and the USA operationalize the government–citizen trust relationship through the administration of social media by answering two questions: Can local governments use social media to increase citizen trust? and if local governments can use social media, what can be learned about the administration of social media that results in an increase in citizen trust of government? Design/methodology/approach: Based on a normative belief that increasing the trustworthiness of government is a desired outcome, the working proposition is that social media may offer a low-barrier method for engaging citizens and supporting trust-based relationships, if social media programs are administered in a way that operationalizes this objective. Using content analysis of data collected from interview transcripts and documentary sources, this exploratory, process-oriented study emphasizes the social, organizational and functional contexts of social media and social media as records. Findings: The study found that most cities had extensive programs featuring multiple accounts on a number of common platforms. The cities maintained tight control over content, account creation and employee and audience participation to ensure compliance with federal and provincial or state legislation and to mitigate technology and content-based risks. The cities used social media to broadcast information, respond to service requests and provide issue management. Social media results were measured sporadically on an ad hoc basis for operational purposes and only two cities had dedicated procedures in place for managing social media as records. Contrary to previous research, this study indicates that fiduciary trust relationships do require trust by the agent (i.e. institution) and the principal (i.e. citizen). Research limitations/implications: To increase generalizability, an effort was made to select cities that were demographically and geographically diverse by selecting a range of population sizes and locations. However, selection was skewed towards cities with well-developed social media programs, and as a result, over half of the cities were national, provincial or state capitals or larger population centres. While these cities experienced economic advantages, the participants in the study identified challenges around resourcing and capacity, and their responses are expected to be of value to cities operating under similar constraints. Additionally, this study represents a point in time, as social media use at the local governments continued to expand and evolve during and after the data collection period. Practical implications: This paper identifies three scenarios where social media content from local government accounts should be managed as records, including: the documentation of incidents, the on-going collection of city content from high-profile accounts and the “on demand” collection of citizens’ content where cities have asked for citizen input on topics or issues. Social implications: This study provides an in-depth characterization of social media administration and use by 20 local governments in Canada and the USA. Considering the progress made by cities in e-government using their websites as a base, cities can develop greater capacity for open government, meaning wider participation by citizens in the decisions that affect them on a daily basis. To achieve goals of transparency, accountability and civic participation, cities will need to develop capacity around social media measurement, reporting and procedures for managing social media as records. Originality/value: In providing a detailed and complete description of social media use in 20 cities in two countries, this study moves beyond a compliance- and requirement-driven approach to consider the larger question of government–citizen trust and the relevance of records within this relationship.",purpose this study aims to examine how local governments in canada and the usa operationalize the government citizen trust relationship through the administration of social media by answering two questions can local governments use social media to increase citizen trust and if local governments can use social media what can be learned about the administration of social media that results in an increase in citizen trust of government design methodology approach based on a normative belief that increasing the trustworthiness of government is a desired outcome the working proposition is that social media may offer a low-barrier method for engaging citizens and supporting trust-based relationships if social media programs are administered in a way that operationalizes this objective using content analysis of data collected from interview transcripts and documentary sources this exploratory process-oriented study emphasizes the social organizational and functional contexts of social media and social media as records findings the study found that most cities had extensive programs featuring multiple accounts on a number of common platforms the cities maintained tight control over content account creation and employee and audience participation to ensure compliance with federal and provincial or state legislation and to mitigate technology and content-based risks the cities used social media to broadcast information respond to service requests and provide issue management social media results were measured sporadically on an ad hoc basis for operational purposes and only two cities had dedicated procedures in place for managing social media as records contrary to previous research this study indicates that fiduciary trust relationships do require trust by the agent i e institution and the principal i e citizen research limitations implications to increase generalizability an effort was made to select cities that were demographically and geographically diverse by selecting a range of population sizes and locations however selection was skewed towards cities with well-developed social media programs and as a result over half of the cities were national provincial or state capitals or larger population centres while these cities experienced economic advantages the participants in the study identified challenges around resourcing and capacity and their responses are expected to be of value to cities operating under similar constraints additionally this study represents a point in time as social media use at the local governments continued to expand and evolve during and after the data collection period practical implications this paper identifies three scenarios where social media content from local government accounts should be managed as records including the documentation of incidents the on-going collection of city content from high-profile accounts and the on demand collection of citizens content where cities have asked for citizen input on topics or issues social implications this study provides an in-depth characterization of social media administration and use by local governments in canada and the usa considering the progress made by cities in e-government using their websites as a base cities can develop greater capacity for open government meaning wider participation by citizens in the decisions that affect them on a daily basis to achieve goals of transparency accountability and civic participation cities will need to develop capacity around social media measurement reporting and procedures for managing social media as records originality value in providing a detailed and complete description of social media use in cities in two countries this study moves beyond a compliance- and requirement-driven approach to consider the larger question of government citizen trust and the relevance of records within this relationship
Records Management Journal,Public Information Directive (PSI) implementation in two Swedish municipalities,Svärd P.,2018,28.0,1,10.1108/RMJ-04-2016-0012,"Purpose: This paper examines the implementation of the Public Sector Information (PSI) directive in two Swedish municipalities amidst a changing information management landscape impacted by e-government development. Government information is currently looked upon as a “gold mine” and “raw material” to be explored by interested parties. The PSI directive grants European citizens a right to access government information flows (PSI) in order to develop new electronic services. The Swedish government implemented its PSI directive in July 2010. Swedish municipalities have to embrace the directive and make the PSI available to the general public. The literature review highlighted a number of critical issues that should be addressed if PSI initiatives are to succeed. This study revealed that the two municipalities had different resource capacities, and the levels of e-government development varied. This meant that the implementation of the PSI directive also varied. The bigger municipality with a bigger budget had implemented the PSI directive and was publishing data sets on its website, while the smaller municipality with a smaller budget only published a few documents. This paper, therefore, argues that the municipalities should have the same capacity if the PSI is to be a democratic endeavor to serve all citizens. Good quality PSI will also require the municipalities to embrace a records and information continua thinking, which highlights the necessity to proactively and holistically manage the information for pluralization in different contexts. Design/methodology/approach: This paper builds on interviews that were conducted with four municipal officers. The number of respondents is quite small because the focus was specifically on people who were responsible for the implementation of the PSI directive in the municipalities. The respondents were identified through their fellow colleagues and they also recommended each other. Pickard refers to this kind of approach as a snow-bowling approach. Through interviews and observation, one participant advises on issues that need further inquiry and, hence, directs the researcher to another person who might offer more answers. A general interview guide approach was used to solicit answers to issues such as the implementation of the PSI directive, guidelines for PSI publication, if terms such as big data and open data were being used in the municipalities, if the municipalities had an information governance plan and how it was understood, if the information systems were well aligned to meet with the requirements of the PSI directive, how e-government development affected information management and information security and if the municipalities had information security guidelines. Findings: The Swedish government requires its administrations to engage in e-government development. This development has led to increased amounts of information that the municipalities have to effectively manage and make available to the general public. However, the municipalities operate under different conditions. Municipalities that are financially stronger are better placed to invest in measures that will lead to better quality PSI. All municipalities are, however, expected to implement the PSI directive. The two municipalities that were the subjects of this study had different information management environments and the capacity to invest in information management systems that would facilitate the management of their information resources. The budgetary constraints faced by smaller municipalities might impact the implementation of the PSI directive and, hence, hinder the publication of the PSI. e-Government is meant to be an inclusive project, and the PSI is meant for all citizens with innovative ideas. There is a risk that citizens who belong to poorer municipalities might not be equally privileged compared to those living in resourceful municipalities. This poses a democratic challenge that should concern all people interested in an open and inclusive society. Originality/value: Little research has so far been published on the implementation process of the PSI directive. The discourses that have started to emerge discuss the challenges of open data without paying much attention to the creation, capture and the management aspects of the PSI. The originality of this paper, therefore, lies in the application of the records and information continua thinking, which highlights dimensions that enhance information management and the democratic challenges that will be caused by the data divide, as municipalities have different capabilities when it comes to the publication of the PSI.",purpose this paper examines the implementation of the public sector information psi directive in two swedish municipalities amidst a changing information management landscape impacted by e-government development government information is currently looked upon as a gold mine and raw material to be explored by interested parties the psi directive grants european citizens a right to access government information flows psi in order to develop new electronic services the swedish government implemented its psi directive in july swedish municipalities have to embrace the directive and make the psi available to the general public the literature review highlighted a number of critical issues that should be addressed if psi initiatives are to succeed this study revealed that the two municipalities had different resource capacities and the levels of e-government development varied this meant that the implementation of the psi directive also varied the bigger municipality with a bigger budget had implemented the psi directive and was publishing data sets on its website while the smaller municipality with a smaller budget only published a few documents this paper therefore argues that the municipalities should have the same capacity if the psi is to be a democratic endeavor to serve all citizens good quality psi will also require the municipalities to embrace a records and information continua thinking which highlights the necessity to proactively and holistically manage the information for pluralization in different contexts design methodology approach this paper builds on interviews that were conducted with four municipal officers the number of respondents is quite small because the focus was specifically on people who were responsible for the implementation of the psi directive in the municipalities the respondents were identified through their fellow colleagues and they also recommended each other pickard refers to this kind of approach as a snow-bowling approach through interviews and observation one participant advises on issues that need further inquiry and hence directs the researcher to another person who might offer more answers a general interview guide approach was used to solicit answers to issues such as the implementation of the psi directive guidelines for psi publication if terms such as big data and open data were being used in the municipalities if the municipalities had an information governance plan and how it was understood if the information systems were well aligned to meet with the requirements of the psi directive how e-government development affected information management and information security and if the municipalities had information security guidelines findings the swedish government requires its administrations to engage in e-government development this development has led to increased amounts of information that the municipalities have to effectively manage and make available to the general public however the municipalities operate under different conditions municipalities that are financially stronger are better placed to invest in measures that will lead to better quality psi all municipalities are however expected to implement the psi directive the two municipalities that were the subjects of this study had different information management environments and the capacity to invest in information management systems that would facilitate the management of their information resources the budgetary constraints faced by smaller municipalities might impact the implementation of the psi directive and hence hinder the publication of the psi e-government is meant to be an inclusive project and the psi is meant for all citizens with innovative ideas there is a risk that citizens who belong to poorer municipalities might not be equally privileged compared to those living in resourceful municipalities this poses a democratic challenge that should concern all people interested in an open and inclusive society originality value little research has so far been published on the implementation process of the psi directive the discourses that have started to emerge discuss the challenges of open data without paying much attention to the creation capture and the management aspects of the psi the originality of this paper therefore lies in the application of the records and information continua thinking which highlights dimensions that enhance information management and the democratic challenges that will be caused by the data divide as municipalities have different capabilities when it comes to the publication of the psi
Records Management Journal,Managing university records in the world of governance,Phiri M.,2018,28.0,1,10.1108/RMJ-11-2016-0042,"Purpose: The purpose of this paper is to investigate the relationship between corporate governance and records management in the context of higher education in Sub-Saharan Africa. Design/methodology/approach: This is a qualitative research taking the form of a collective case study of six institutions. Findings: That good records management can and does contribute to effective corporate governance and accountability. However, this relationship is not necessarily present in all circumstances. Research limitations/implications: That further corporatisation in higher education is likely to be supported by, and result in, better records management. Originality/value: The paper proposes governance record keeping as an approach to managing records and documents in the world of governance, audit and risk.",purpose the purpose of this paper is to investigate the relationship between corporate governance and records management in the context of higher education in sub-saharan africa design methodology approach this is a qualitative research taking the form of a collective case study of six institutions findings that good records management can and does contribute to effective corporate governance and accountability however this relationship is not necessarily present in all circumstances research limitations implications that further corporatisation in higher education is likely to be supported by and result in better records management originality value the paper proposes governance record keeping as an approach to managing records and documents in the world of governance audit and risk
Records Management Journal,Recordkeeping in an outsourcing public agency,Klareld A.,2018,28.0,1,10.1108/RMJ-02-2017-0002,"Purpose: The purpose of this paper is to discuss the implications of an outsourcing policy for public recordkeeping. The research question addressed is as follows: What are the current impediments to create, capture, organize and pluralize records produced by contractors to whom work has been outsourced? Design/methodology/approach: The paper uses four dimensions of the records continuum model (RCM) as a structure for understanding what important aspects of recordkeeping that can be affected by an outsourcing policy and discuss the consequences for the creation of public archives. An investment project at a Swedish public agency with a far-reaching outsourcing policy in the form of a client–contractor model is used as a case to exemplify the problem. Findings: The findings indicate that the legal framework for recordkeeping needs further development, or clarification as to how it should be interpreted in the outsourcing context. More case studies are needed to provide richer data about recordkeeping challenges arising from outsourcing and further opportunities for theoretical analysis using the RCM. Originality/value: The RCM has been used in a first attempt to understand various aspects of records management practices and what principles need to be taken into account when making such significant organizational structural and cultural changes.",purpose the purpose of this paper is to discuss the implications of an outsourcing policy for public recordkeeping the research question addressed is as follows what are the current impediments to create capture organize and pluralize records produced by contractors to whom work has been outsourced design methodology approach the paper uses four dimensions of the records continuum model rcm as a structure for understanding what important aspects of recordkeeping that can be affected by an outsourcing policy and discuss the consequences for the creation of public archives an investment project at a swedish public agency with a far-reaching outsourcing policy in the form of a client contractor model is used as a case to exemplify the problem findings the findings indicate that the legal framework for recordkeeping needs further development or clarification as to how it should be interpreted in the outsourcing context more case studies are needed to provide richer data about recordkeeping challenges arising from outsourcing and further opportunities for theoretical analysis using the rcm originality value the rcm has been used in a first attempt to understand various aspects of records management practices and what principles need to be taken into account when making such significant organizational structural and cultural changes
Records Management Journal,Post-records survey inspections in Zimbabwe: Reflections on compliance and non-compliance with records survey recommendations,Mutsagondo S.,2018,28.0,1,10.1108/RMJ-01-2017-0001,"Purpose: This paper aims to establish public departments’ compliance with National Archives of Zimbabwe (NAZ)’s records survey recommendations as well as to find out reasons for compliance and non-compliance. Design/methodology/approach: This quantitative research used a survey research design and collected data using questionnaires, which were triangulated by document reviews and personal observation. A census approach was used where all 15 public departments upon which post-records survey inspections were conducted by Gweru Records Centre in the Midlands Province in 2016 were involved in the study. Findings: The study revealed that many public departments in Zimbabwe disregarded records survey recommendations given by NAZ after records surveys. This was despite the fact that NAZ was armed with the National Archives of Zimbabwe Act (1986) which in principle is supposed to induce compliance by client departments. As a result, the records management situation in public departments has not improved much, and in some cases, it has become worse. Originality/value: A lot has been published about records surveys in Zimbabwe, for example, by Chaterera (2008, 2013), Dewah (2010), Karimanzira and Mutsagondo (2015), Maboreke (2007) and Mutsagondo (2012). These studies have shown the importance of records surveys. However, none of them has evaluated the effectiveness of records surveys by examining the degree of compliance to records survey recommendations by public departments. This study thus scores a first in this regard. The study will enable NAZ to make a cost-benefit analysis of records surveys as well as to use results of this study to effect necessary operational, tactical and strategic decisions as regards the exercise.",purpose this paper aims to establish public departments compliance with national archives of zimbabwe naz s records survey recommendations as well as to find out reasons for compliance and non-compliance design methodology approach this quantitative research used a survey research design and collected data using questionnaires which were triangulated by document reviews and personal observation a census approach was used where all public departments upon which post-records survey inspections were conducted by gweru records centre in the midlands province in were involved in the study findings the study revealed that many public departments in zimbabwe disregarded records survey recommendations given by naz after records surveys this was despite the fact that naz was armed with the national archives of zimbabwe act which in principle is supposed to induce compliance by client departments as a result the records management situation in public departments has not improved much and in some cases it has become worse originality value a lot has been published about records surveys in zimbabwe for example by chaterera dewah karimanzira and mutsagondo maboreke and mutsagondo these studies have shown the importance of records surveys however none of them has evaluated the effectiveness of records surveys by examining the degree of compliance to records survey recommendations by public departments this study thus scores a first in this regard the study will enable naz to make a cost-benefit analysis of records surveys as well as to use results of this study to effect necessary operational tactical and strategic decisions as regards the exercise
