journal,title,author,year,volume,issue,doi,abstract
Records Management Journal,Corporate Memory: Records and Information Management in the Knowledge Age (2nd edition),Mcleod J.,2006,16,2,10.1108/09565690610677481,
Records Management Journal,Editorial,McLeod J.,2006,16,1,10.1108/rmj.2006.28116aaa.001,
Records Management Journal,Why are records in the public sector organizational assets?,Shepherd E.,2006,16,1,10.1108/09565690610654747,"Purpose Aims to explore ways in which records support the mandate and activities of public sector bodies in the UK, in particular compliance with legislation, including the Freedom of Information Act 2000. Design/methodology/approach Focusing on high profile public enquiries as a trigger for examining the value of records in answering questions of public interest, the article goes on to report on recent research into FOI and records and to comment on the broad legislative and regulatory framework for records management. Findings The article concludes that records are an essential element in the accountability of government, in the maintenance of transparent democracies, in the provision of access by citizens to information and in the effective formulation and execution of policies. Originality/value Brings together thinking about the organizational value of records in theoretical terms with specific high profile examples of public enquiries and recent legislation. © 2006, Emerald Group Publishing Limited"
Records Management Journal,Records management and information processing on construction sites using digital pen and paper,Craig N.,2007,17,3,10.1108/09565690710833107,"Purpose - This paper aims to present findings from research that evaluate the defects/snagging management process at construction project level and review the potential for the operation of a novel, paper-based, records management mechanism. Design/methodology/approach - The design and use of a hybrid electronic/paper-based snagging management system are discussed. The design and practicalities of the system are considered as a means towards demonstrating that a link currently exists between modern IT systems and traditional, paper-based methods of document transfer. Findings - The paper finds that the snagging aspect of construction projects is often overlooked and under-estimated. Construction projects require systems that facilitate data input and records management processing, thus removing the reliance upon traditional methods of working. A highly advanced digital pen and paper technology is discussed which has the potential to totally revolutionise the collection of information on paper (for all organisations). The IT system can be adapted for a range of processes/needs which aids not only management but also the individuals on the frontline responsible for collecting site-based records. Practical implications - The system highlighted hasthe potential to be adopted within every construction-based organisation and indeed wider industrial sectors due to its unique adaptability and ease with which features can be incorporated. There are a number of business benefits to be accrued from the adoption of digital pen and paper-based IT systems. Originality/value - Extremely novel technology is discussed. The value to the construction industry and wider industrial sectors is the opportunity to continue working using existing processes, whilst at the same time becoming wholly electronic."
Records Management Journal,"Disembodied information: Metadata, file plans, and the intellectual organisation of records",Frendo R.,2007,17,3,10.1108/09565690710833062,"Purpose - Contemporary practices of information management tend to approach information as discrete and decontextualised units. The creation and capture of electronically generated metadata, specific to individual transactions, have become a primary concern of the archival and records management literature. The prevalent model of discrete metadata capture lends itself easily to automation, but it cannot emulate the intellectual control offered by traditional classification structures such as file plans. The purpose of this paper is to provide a critical review of the literature. Design/methodology/approach - The paper provides a critical review of literature. Findings - Recognition of contextual structures and relationships cannot at present be automated, natural language processing capabilities are poor, and metadata can easily become decoupled from ""disembodied"" discrete units of information. Discrete metadata capture has been developed in the context of commercial transactions rather than information management. Practical implications - File plansas explicit organisations of knowledge can be used to generate contextually significant metadata for records. Such metadata may then be of considerable value to digital curation processes. Originality/value - This critique will be useful inconsidering practical approaches to metadata capture."
Records Management Journal,Documentation in pre-trial investigation: A study of using the records continuum model as a records management tool,Valtonen M.,2007,17,3,10.1108/09565690710833080,"Purpose - The purpose of this article is to explore the documentation work in pre-trial investigation performed by the police from the records management perspective. The study, undertaken as doctoral research, is meant to give answers to the questions: what kind of information is recorded in the pre-trial investigation process, how are recordings made, and what are the regulatory and statutory requirements for the recording processes? The aim is to produce new knowledge of the Finnish recordkeeping field and of the relationships between work processes, record management and information systems. Design/methodology/approach - This study presents findings from a qualitative explorative case study. Data collection methods were based on triangulation of data sources. Data were collected for the period 1999-2004. Findings - Documentation of activities proved to be a coherent part of pre-trial investigation. Various activities in the investigation process are reported exactly, with information on criminal cases captured as a record or recorded in registers. Diverse information systems are used in the pre-trial investigation process. The relationships between tasks, information systems and information management proved to be slight. Information systems do not serve the pre-trial investigation process in the desired way. Several different legal and statutory requirements concern operations in pre-trial investigation and their documentation. There are divergences in compliance with legal norms and guidelines depending on types of norms, actors, tasks and cases. The records management norms are not very well-known, and compliance with them is poor. Originality/value - There is an obvious need for studies aimed atexamining the relations between task performance, information systems and documentation."
Records Management Journal,Records management capacity and compliance toolkits: A critical assessment,McLeod J.,2007,17,3,10.1108/09565690710833116,"Purpose - This article seeks to present the results of a project that critically evaluated a series of tool kits for assessing records management capacity and/or compliance. These toolkits have been developed in different countries and sectors within the context of the e-environment and provide evidence of good corporate and information governance. Design/methodology/approach - A desk-based investigation ofthe tools was followed by an electronic Delphi with toolkit developers and performance measurement experts to develop a set of evaluation criteria. Different stakeholders then evaluated the toolkits against the criteria using cognitive walkthroughs and expert heuristic reviews. The results and the research process were reviewed via electronic discussion. Findings - Developed by recognised and highly respected organisations, three of the toolkits are software tools, whilst the fourth is a methodology. They are all underpinned by relevant national/international records management legislation, standards and good practice including, either implicitly or explicitly, ISO 15489. They all have strengths, complementing rather than competing with one another. They enable the involvement of other staff, thereby providing an opportunity for raising awareness of the importance of effective records management. Practical implications - These toolkits are potentially very powerful, flexible and of real value to organisations in managing their records. They can be used for a ""quick and dirty"" assessment of records management capacity or compliance as well as in-depth analysis. The most important criterion for selecting the appropriate one is to match the toolkit with the scenario. Originality/value - This paper aims to raise awareness of the range and nature of records management toolkits and their potential for varied use in practice to support more effective management of records."
Records Management Journal,Purposeful data: The roles and purposes of recordkeeping metadata,Cumming K.,2007,17,3,10.1108/09565690710833099,"Purpose - Optimising metadata implementation can significantly improve records management practice. This article aims to identify a number of important issues that should be considered in any implementation of recordkeeping metadata in order to optimise that implementation. Design/methodology/approach - The research presented was part of a doctoral thesis Purposeful data: the roles and purposes of recordkeeping metadata"" which itself was part of a collaborative research project seeking to comprehensively specify and codify recordkeeping metadata. The purposes were identified via a research method known as warrant analysis. Findings - Literary warrant identified that metadata fulfil seven different purposes: identifying all entities at all levels of aggregation; establishing connections between related entities; sustaining record structure, content and accessibility through time; administering record-keeping business; documenting the history of recordkeeping events; facilitating discovery, understanding, retrieval and delivery; and documenting metadata attribution. Practical implications - Recordkeeping systems should be designed with full awareness of the capacities of metadata and following a full assessment of the organisational needs that should be met by the system. Through better system design and well-considered metadata implementation, records management operations in any environment can be significantly improved. Originality/value - The paper establishes key roles of metadata and the importance of system design metadata implementation based on doctoral research."
Records Management Journal,The research imperative and the responsible recordkeeping professional,Williams C.,2007,17,3,10.1108/09565690710833053,Purpose - The aim of this paper is to provide an opinion on the responsible recordkeeping professional. Design/methodology/approach - The paper provides a useful discussion on the responsible recordkeeping professional. Findings - It is argued that anyone who does not strive to add to that discrete body of knowledge by undertaking research and disseminating its outputs for the benefit of others is not a true professional. Originality/value - The paper provides a useful discussion on the responsible recordkeeping professional.
Records Management Journal,Non-conformist records management in Great Britain: A review,Thornborow P.,2007,17,3,10.1108/09565690710833071,"Purpose - The purpose of this paper is to review the current state of knowledge of records management within non-conformist churches in the UK, in the context of them not being public records or covered by specific legislation. Design/methodology/approach - Surveys, interviews, a literature review and documentary analysis carried out in the course of an MSc dissertation provided evidence for an analysis of two approaches currently being taken to records management in the organisations studied. Findings - Discontinuities between practice at national and local levels of the churches were noted. One organisation was discovered to be much more proactive than the others, and more concerned with the whole records cycle. The reasons for these discontinuities and differences are discussed. Research limitations/implications - The major focus is on one organisation, and within that organisation a small sample was taken of one key set of staff. In the other three organisations surveyed, only the view from the centre was sought. More work is required on the ""sacred-secular divide"" - how being a religious organisation affects administration. Originality/value - The review is the first carried out of the records management practices of a group of religious organisations whose records are characterised as ""private"" rather than ""public"", and therefore less subject to legislation and inspection. The governance of the organisations studied is driven by theological rather than any other consideration."
Records Management Journal,BIP 0025-4:2007: Effective Records Management - Part 4: How to Comply with BS ISO 15489-1,Hare C.,2007,17,3,10.1108/rmj.2007.28117cae.004,
Records Management Journal,A Guide to the Retention of Modern Records on Landed Estates (2nd revised edition),Davies S.J.,2007,17,3,10.1108/rmj.2007.28117cae.002,
Records Management Journal,Preserving Archives,Rees L.,2007,17,3,10.1108/rmj.2007.28117cae.003,
Records Management Journal,Research Methods in Information,Lomas E.,2007,17,3,10.1108/rmj.2007.28117cae.001,
Records Management Journal,The practitioners' perspective on records management research,Ryan D.,2007,17,3,10.1108/09565690710833044,"Purpose The purpose of this paper is to introduce this dedicated research issue of the Records Management Journal Design-methodology-approach This paper provides a brief viewpoint on records management research. Findings This issue should clearly demonstrate why research is so critical. Originality-value This paper provides a brief viewpoint on records management research. © 2007, Emerald Group Publishing Limited"
Records Management Journal,Editorial,Hare C.,2007,17,3,10.1108/rmj.2007.28117caa.001,
Records Management Journal,"Implementing international standards: First, know your organisation",Oliver G.,2007,17,2,10.1108/09565690710757887,"Purpose - The purpose of this paper is to demonstrate that implementation strategies for ISO 15489 need to be tailored to suit organisations, taking into account their unique features as well as the broader cultural environment, including societal legislative and standards frameworks. Design/methodology/approach - Three different organisational settings are described and compared in the paper. Findings - The paper finds that strategies for implementation of international standards should be devised accordingly to suit different information cultures. Practical implications - Successful implementation of international standards is more likely if the cultural characteristics of the organisation are understood. Originality/value - This research will assist in promoting best practice in records management."
Records Management Journal,Education and training for records professionals,Anderson K.,2007,17,2,10.1108/09565690710757896,"Purpose - This paper aims to explore the definitions of and the differences between education and training and the role of each in nurturing and supporting lifelong learning for records professionals: records managers and archivists. Design/methodology/approach - General definitions of ""education"", ""training"", ""competence"" and ""competencies"" have been deliberately selected as an accessible starting-point for reflection. Different models for competencies and the lack of consensus on what constitutes an appropriate competency model for the profession are considered. Findings - Education provides new professionals with knowledge of theory of the discipline and helps them to explore current practice. It provides the information-seeking skills and encourages a reflective habit that underpins independent lifelong learning. Training focuses on acquisition of specific skills and competencies necessary in the workplace. More is needed for a viable professional future; education for research is essential to the development of professional knowledge and for the survival of education programmes in universities. Practical implications - Professional associations as leaders of opinion and practice have an important role in finding the way forward. Although competency standards are more appropriate for evaluating training programmes, professional associations which have embraced competency standards have attempted to use them to evaluate education programmes, but prefer not to consider evaluating training programmes and training providers. Originality/value - This paper aims to raise awareness of the need to give appropriate weight to education, training and research to ensure that records professionals are known for high levels of competence as well as productive reflection and creative forward thinking."
Records Management Journal,Career commitment among records management personnel in a State Civil Service in Nigeria,Popoola O.S.,2007,17,2,10.1108/09565690710757904,"Purpose - This paper aims to investigate the career commitment of records management personnel in a State Civil Service in Nigeria. Design/methodology/approach - Questionnaires were used to gather data from a population of 294 records management personnel in the 26 ministries/establishments of the State Civil Service. A total of 280 of them responded and their questionnaires were found to be valid for analysis. The response rate achieved was 95.2 per cent. Findings - The study found that: there was no significant gender difference in the career commitment of the respondents, there was significant difference in the career commitment of single and married respondents; there was significant negative relationship between job tenure, levels of education and career commitment of the respondents. However, their was positive relationship between age and the respondents' career commitment. The results are based on Z - tests at the 5 per cent significance level. Practical implications - It is recommended that the policy-makers in the Osun State Civil Service should consider the biographical variables of the records management personnel when planning and making decisions on their career commitment. Originality/value - The paper provides valuable information on the career commitment of records management personnel in the Osun State Civil Service."
Records Management Journal,"Ethics, Accountability, and Record keeping in a Dangerous World",Moss M.,2007,17,2,10.1108/rmj.2007.28117bae.001,
Records Management Journal,"Recordkeeping, Ethics and Law: Regulatory Models, Participant Relationships and Rights and Responsibilities in the Online World",Todd M.,2007,17,2,10.1108/rmj.2007.28117bae.002,
Records Management Journal,Gatekeepers: The Professions and Corporate Governance,McLeod J.,2007,17,2,10.1108/rmj.2007.28117bae.007,
Records Management Journal,"Exploring the Essence of Records Management, Engaging with Experts: Proceedings",Barry R.,2007,17,2,10.1108/rmj.2007.28117bae.005,
Records Management Journal,Editorial,McLeod J.,2007,17,2,10.1108/rmj.2007.28117baa.001,
Records Management Journal,"The Information Governance Toolkit: Data Protection, Caldicott, Confidentiality",Metcalfe N.,2007,17,2,10.1108/rmj.2007.28117bae.006,
Records Management Journal,How to Manage Records in the E-environment,Demb S.,2007,17,2,10.1108/rmj.2007.28117bae.004,
Records Management Journal,How to Do Research: A Practical Guide to Designing and Managing Research Projects (3rd revised edition),Williams C.,2007,17,2,10.1108/rmj.2007.28117bae.008,
Records Management Journal,"Record Keeping in a Hybrid Environment: Managing the Creation, Use, Preservation and Disposal of Unpublished Information Objects in Context",Hare C.,2007,17,2,10.1108/rmj.2007.28117bae.003,
Records Management Journal,"Great expectations? Heliocentrism, semantics and the records manager",Benfell P.,2007,17,2,10.1108/09565690710757878,"Purpose This paper sets out to explore the role of the records manager and to consider what is expected of them. It aims to encourage and challenge all information professionals to re-examine and explore their own expectations of the recordkeeping profession in the first instance, and of the relationship between recordkeeping and other information professions. Design/methodology/approach The subject is approached in the paper by considering changes to the ways in which records have been created and managed, and to changes in theoretical thinking about records, particularly the life cycle versus the continuum. This is used to support the argument that boundaries between different information-related professions are blurring and that information professionals need to re-evaluate their own expectations of themselves, and of the other professions. Findings The paper has developed a model which extrapolates shared elements of the information professions and consists of a central “meta-purpose” whose attainment is influenced by four “purposing activities” and five “information aspects”. This model can be used as a framework to discern points of similarity/difference between professions and understand where points of potential conflict and complement might occur. The underlying thesis that the role of records managers continues to change and that the boundaries between professions are blurring is extended to all information professionals. Each is encouraged to understand more about the others and to acknowledge that understanding respective strengths is the best way to attaining a shared “meta-purpose”. Originality/value The “characteristic model” for the information professions provides a new way of thinking about the similarities and differences between those who deal in information. It is of value to records managers in particular, but also to those working in the field of information. © 2007, Emerald Group Publishing Limited"
Records Management Journal,Hybrid filing schemes: The use of metadata signposts in functional file plans,Morelli J.M.,2007,17,1,10.1108/09565690710730679,"Purpose - The purpose of this paper is to highlight the problems of using metadata to file electronic documents as well as the problems of using a purely functional filing scheme. It aims to explore how a functional file plan can be created from a business classification scheme by inserting ""metadata signpost folders"" at strategic points in the filing hierarchy to create a ""hybrid functional file plan"". Design/methodology/approach - The paper draws on experience and published literature to discuss methods for creating a hybrid functional file plan. Findings - The paper concludes that functional filing is the only method of filing e-documents that can effectively support good information management practice, enabling all e-documents to be managed in line with corporate information management policies, and that it may also be the only viable method of providing true ""shared"" filing in support of knowledge management and business efficiency. Originality/value - The article shows that a functional filing scheme, retrieving, cross-referencing and grouping documents by subject (or other metadata attributes) requires special measures and suggests that current IT, EDRM and related technologies may not fully meet the requirements by searching/sorting on metadata terms. It may be necessary to compromise a purely functional file plan by the inclusion of metadata ""signpost"" folders into the functional folder structure in order to create a hybrid functional file plan."
Records Management Journal,Fifty years of archives administration in Nigeria: Lessons for the future,Abioye A.,2007,17,1,10.1108/09565690710730697,"Purpose - In commemoration of the 50 years of archives administration in Nigeria, the purpose of this paper is to look at the establishment of the National Archives of Nigeria, its expansion and development over the years and its role in coordinating records management in Nigeria. Design/methodology/approach - The paper is based on published literature and documentary evidence from records. Findings - The paper discusses the gains of the past, particularly the high hopes of the 1970s and the expansion and consolidation of the 1980s which rolled into the early 1990s. Notes the decadence of the 1990s and highlights the problems that bedevilled the institutions and archives and records management in the country among which are poor funding, lack of appreciation of the importance of archives, obsolete equipment and high staff turn over. Originality/value - The paper identifies the challenges and sets the agenda for the future."
Records Management Journal,How has the implementation of the UK Freedom of Information Act 2000 affected archives and records management services?,Shepherd E.S.,2007,17,1,10.1108/09565690710730688,"Purpose - The purpose of this paper is to consider what the impact of the first six months of the Freedom of Information Act has been on archives and records management services in UK public services. The UK Freedom of Information Act was passed in 2000 and came into full operation on 1 January 2005. It gives people, regardless of nationality, a right to be told whether public bodies hold information and to be provided with that information. Similar legislation exists in over 50 countries including the USA, Canada, Australia and Ireland. Design/methodology/approach - The project undertook interviews with four case study organisations: University College London, the Metropolitan Police, Peterborough City Council and Soham Village College. Using the Department for Constitutional Affairs Model Action Plan, the researchers examined leadership and policy, training and awareness, information and records management, customers and stakeholders and systems and procedures. Findings - The research showed that the four case study organisations coped well with the requests they received in the first six months of 2005. However, the systems would not have been robust enough had request levels been higher. Originality/value - Archives and records management services are a key part of FOI and should take an active role in research to establish best practice."
Records Management Journal,Editorial,McLeod J.,2007,17,1,10.1108/rmj.2007.28117aaa.001,
Records Management Journal,Taxonomy development: Assessing the merits of contextual classification,Milne C.,2007,17,1,10.1108/09565690710730660,"Purpose The purpose of this paper is to share personal experience on the early stages of taxonomy construction, reflecting on the potential role of contextual classification techniques as applied by the records management profession as a tool in effectively organising information, resources and services within intranet and/or portal environments. The paper also aims to assess the additional benefits to be secured where linking content to business purposes can create or reveal new meaning. Design/methodology/approach The paper draws on experience, personal opinion, published literature and discussions with peers to assess the applicability of contextual classification as a tool to support taxonomy development. Findings The paper concludes that classification of information, resources and services within intranet and/or portal environments using a citation order of function, activity, task, sub-task is likely to be of significant value, requiring further investigation to fully assess impact and applicability. Contextual classification receives much discussion in general records management terms, however its applicability in supporting portal and/or intranet development appears to receive little attention. The requirement to generate improvements in information retrieval from a host of on-line services (of which taxonomy development is one example) is reinvigorating the role of the informational professional. Given the criticality of improving the management and retrieval of information it is desirable that stronger interdisciplinary links are established across the information profession to further develop “information retrieval” as a subject discipline. Originality/value The article suggests that the role of contextual classification to organise information, resources and services within intranets/portals requires further investigation and reflection to assess its applicability, value and impact. Initial findings and reflection of the application of contextual classification in the design of elements of a university portal taxonomy have proven to be successful, suggesting that wider discussion and reflection is now required. It is also suggested that the information profession take steps to build stronger interdisciplinary links to advance the development of information retrieval as a subject discipline. © 2007, Emerald Group Publishing Limited"
Records Management Journal,"Managing Archives: Foundations, Principles and Practice",Newton C.,2007,17,1,10.1108/09565690710730705,
Records Management Journal,Organising electronic documents: The user perspective A case study at the European Central Bank,Garrido B.,2008,18,3,10.1108/09565690810916438,"Purpose - The purpose of this paper is to explore whether user needs and preferences in organising electronic information are properly identified by records managers when implementing folder structures in electronic document and records management systems (EDRMS). The intention is also to find out to what extent user needs and preferences correspond to records management best practices. Design/methodology/approach - The research was designed as a case study of a specific team at the European Central Bank. In order to look at the user needs and preferences, the research is based on the qualitative analysis of data obtained via semi-structured interviews and direct observation. Findings - The case study shows that users' objectives arevery similar to records management objectives. Moreover, their needs and preferences stem from a number of factors that can be identified and categorised. Research limitations/implications - The research was subject to severe limitations in terms of resources, in particular the time and tools available. Similar studies should be conducted involving diverse teams at different organisations in order to fine-tune the proposed principles and test their general applicability. Further studies could benefit from the use of IT tools to observe user behaviours. Practical implications - Based on the findings, guidance principles are proposed in order to improve user acceptance of folder structures. Originality/value - The paper aims to raise awareness in the records management world of the necessity of prioritising user needs as the best way to achieve records management objectives. Records managers should also work closely with IT experts in the design of EDRMS."
Records Management Journal,Appraising the value of statistical records of the European Central Bank for retention scheduling purposes,Arias P.B.,2008,18,3,10.1108/09565690810916456,"Purpose - The purpose of this paper is to explore the practice of records retention in relation to statistical records and to provide answers and solutions to the challenge of retention from two perspectives: by offering some recommendations on how to approach the identification of validated retention periods and by presenting findings resulting from the practical use of this recommended approach. Design/methodology/approach - The research presented in this paper was conducted for the final dissertation of the BSc (Hons) Information and Records Management Programme at the University of Northumbria. A Delphi study was used as the method to achieve the research objectives. Findings - While answers to the question of what retention value should be attributed to records vary enormously depending on who is asked, this research shows that the involvement of end-users to gather feedback and attempt to reach a consensus of opinions on retention periods is successful and provides meaningful results, and can also help in gaining end-user support in the subsequent schedule implementation. Practical implications - Successful implementation of a retention schedule is more likely to happen if end-users are involved from the start in the design process and if they understand the benefits of this tool. In this respect, involving end-users in the retention decisions throughout the performance of a Delphi Study has revealed to be very effective and is therefore recommended for attaining similar objectives. Originality/value - The paper presents a validated method for assigningretention values to records that could be applied by practitioners in other organisations. Further information on the resulting retention schedule can be obtained by contacting the author."
Records Management Journal,Employee attitudes to information sharing: A case study at the European Central Bank,Julibert S.,2008,18,3,10.1108/09565690810916447,"Purpose - The purpose of this paper is to explore the perceptions and attitudes of employees towards information sharing as well as the possible reasons behind these attitudes in the specific organizational context of the European Central Bank (ECB). Design/methodology/approach - Data obtained in interviews with seven employees were analyzed using the grounded theory technique of constant comparative analysis. Categories, their sub-categories, attributes and dimensions were used to group data about related concepts and these groupings, and the emerging relations between categories, were linked to theoretical questions regarding the perceptions and attitudes of information sharing amongst ECB employees. Findings - The employees interviewed acknowledged the advantages of information sharing and expressed the need for greater access to information as well as more open communication with colleagues. The fear of disruptive intrusions to the creative process and the influence of personality and national culture on the willingness to share were raised by some interviewees. The participants' perceptions of the organizational support to information sharing and their possible influence on employees' attitudes to share with colleagues also emerged. Research limitations/implications - Validity of findings would benefit from the use of additional data collection methods; observation or the use of focus groups could provide data that would not normally be obtained in the interview setting. Quantitative methods could be used to measure the impact of some of the elements identified. Practical implications - Organizations need to take into account a number of factors that may enhance or inhibit information sharing behaviours. Employees seem to be inclined to adopt information practices that would contribute to improving efficiency but the unambiguous support of the management and the organization to such practices seems to be crucial to their success. Originality/value - The descriptions obtained through the interviews provide a rich picture of different elements, from diverse perspectives, that influence the current information sharing attitudes of employees in the case study organization. This constitutes a first step in the integration of theoretical accounts of information sharing previously studied independently from each other."
Records Management Journal,An examination of the impact of records on the value of artworks,Fritzke L.,2008,18,3,10.1108/09565690810916465,"Purpose - The purpose of this paper is to discuss the role and type of records required to support the financial value of artworks and the importance of records for accountability. It looks at the impact of records of provenance, authenticity and investment value and it identifies the impact of the presence, absence and quality of supporting records on the value of an artwork. Design/methodology/approach - Assessing records and their impact on the value of artworks involves investigating whether an artwork without records of authenticity, provenance and investment has the same value as one with such records. It also involves examining how records that provide evidence of an artwork's financial value (prices, auctions, transactions, condition reports, etc.) affect the value of the artwork. What is the impact of records on the value of an artwork? Research was conducted starting with a review of the literature and a small survey of experts. Findings - The results suggest that art records are increasingly important with regard to ownership disputes, insurance claims, accountability for public spending, risk reduction and investment value. Records of provenance, investment and authenticity clearly support the value of artworks, yet the research highlighted a lack of awareness amongst experts about the importance of authenticity. Higher standards, record-keeping, regular reviews of the artwork and the market and continuous improvements are required to maintain accountability and the value of a collection. Recommendations include regular updates of records, the keeping of records on rights, proof of ownership and long-term retention. Practical implications - Further research would be required to clarify whether comparison methods are adequate for the price formation of artworks, to ascertain which records would be required and to establish recognised standards for the content of records. The findings raised awareness of the need for information on the creation of artworks. Originality/value - The paper concludes by emphasising that it is essential to obtain records for a collection and to keep them secure and updated. It proposes that good record-keeping reduces risks, improves transparency, supports the value attained and increases in importance as the financial value of art climbs. Many sources and types of record are necessary to support the value of an artwork, especially records of provenance, investment value and authenticity. An artwork with quality records in these categories has higher financial value."
Records Management Journal,A balancing act: Learning lessons and adapting approaches whilst rolling out an EDRMS,Di Biagio M.,2008,18,3,10.1108/09565690810916429,"Purpose - The purpose of this paper is to analyse and share the experience of implementing an electronic document and records management system (EDRMS) by identifying what went well and what could be done better. Design/methodology/approach - In the implementation of an EDRMS, the European Central Bank has opted to place the role of records managers prominently between technology and business needs to ensure that the preservation of institutional memory is the centre-piece of its information policy. Findings - The acceptance to improve and the flexibility to introduce corrective measures during the deployment of an EDRMS keeps the aim in sight whilst improving the quality of records management delivery. Practical implications - The ups and downs of roll-outs provide valuable lessons and opportunities to introduce corrective measures to keep EDRM projects on track and generate awareness of the balancing act that exists between technology and people. Originality/value - This paper reveals practical experiences encountered during the roll-out of an EDRMS and aims to highlight the aspects that records professionals can identify as potential sources for success, failure or a combination of both."
Records Management Journal,Information Rights in Practice: The Non-legal Professional's Guide,,2008,18,3,10.1108/rmj.2008.28118cae.003,
Records Management Journal,"MoReq2: Model Requirements for the Management of Electronic Records, Update and Extension",,2008,18,3,10.1108/rmj.2008.28118cae.001,
Records Management Journal,The development of records management at the European Central Bank,Orr S.,2008,18,3,10.1108/09565690810916410,"Purpose The purpose of this paper is to provide background to the other papers in this issue of the Records Management Journal. Design/methodology/approach The information in this paper is based on the author's own experience and discussions with colleagues with direct experience of the events described. Findings The European Central Bank's approach to building capacity in records management, by appointing in-house staff and investing in professional training and qualifications and fully integrating records management and archives management, is an approach that has been shown to work and deliver benefits. Originality/value The paper provides a description of an approach to developing a fully integrated records and archives management service. © 2008, Emerald Group Publishing Limited"
Records Management Journal,Editorial,McLeod J.,2008,18,3,10.1108/rmj.2008.28118caa.001,
Records Management Journal,A Manager's Guide to the Long-term Preservation of Electronic Document,,2008,18,3,10.1108/rmj.2008.28118cae.002,
Records Management Journal,A case study of the use of the Records Management Capacity Assessment System (RMCAS) software tool across the London Museums Hub,Demb S.,2008,18,2,10.1108/09565690810882986,"Purpose - This paper aims to document a case study of recent use of the International Records Management Trust's Records Management Assessment System (RMCAS) software tool. Design/methodology/approach - The author used RMCAS as the primary data collection tool in an assessment of records management across the London Museums Hub. Findings - The application of RMCAS in a museum context underlined its flexibility for use within the public sector outside of central government ministries. While RMCAS continues to serve as an excellent data collection tool that can deliver high-level analyses, its use outside central government highlights the potential benefits of some re-design in its next generation. Originality/value - This paper can serve as a guide to others considering the use of RMCAS outside its original context."
Records Management Journal,Interoperable data sustainable frameworks for creating and managing recordkeeping metadata,Evans J.,2008,18,2,10.1108/09565690810882977,"Purpose - The ability to establish sustainable frameworks for creating and managing recordkeeping metadata is one of the key challenges for recordkeeping in digital and networked environments. The purpose of this article is to give an overview of the Clever Recordkeeping Metadata Project, an Australian research project which sought to investigate how the movement of recordkeeping metadata between systems could be automated. Design/methodology/approach - The project adopted an action research approach to the research, utilising a systems development method within this framework to iteratively build a prototype demonstrating how recordkeeping metadata could be created once in particular application environments, then used many times to meet a range of business and recordkeeping purposes. Findings - Recordkeeping metadata interoperability, like recordkeeping metadata itself, is complex and dynamic. The research identifies the need for standards and tools to reflect and have the capacity to handle this complexity. Originality/value - This paper provides insights into the complex nature of recordkeeping metadata and the kind of infrastructure that needs to be developed to support its automated capture and re-use in integrated systems environments."
Records Management Journal,Records management practices in construction industries: Australian perspectives,Nycyk M.,2008,18,2,10.1108/09565690810882995,"Purpose - This paper aims to present findings from research undertaken in Australian construction companies that describes some issues faced in the management of records on large-scale projects. Design/methodology/approach - Ethnographic data were collected from several projects by observations, interviews and looking at records management systems. Thematic analysis was employed, where common descriptions of practice and frequency of themes emerged. Findings - This paper found three themes Australian construction companies experience in daily records work. A construction project's pace means project staff create records, but neglect to share them amongst other team members. Secondly, there are differences between overseas trained project staff and local staff in the way they give importance to records management issues. Thirdly, the pace of modern construction projects and managing the many data types that now make up records causes difficulty in keeping records current. Learnt work habits and resistance to changing practices is common despite pressures to ensure records are current, accurate and easily retrievable. Practical implications - The paper's findings discuss the merits and drawbacks of ethnographic research suggesting strategies for undertaking such work. Using ethnographic methods is a way of uncovering micro-level reasons for resistance to change and what work practices hinder successful records management. These findings produce an account of daily practice that provides detailed information to management to identify areas of change. Originality/value - This paper provides a description of one way of researching records management issues and an insight into such issues occurring in the Australian construction industry."
